Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn
201001PL60708,51.427922,-0.038799,London,Urban,A,2,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2010-10-21 06:35:00,2010,3,10,21,4,0.274000,2,3,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Commuting to/from work,1124,Petrol,Peugeot,Car,U-turn,Fatal_Serious,7.000000
20104100D0608,51.820599,-0.418642,East England,Rural,A,3,60,Roundabout,Wet or damp,Fine,No,Daylight,2010-08-19 06:35:00,2010,2,8,19,4,0.274000,2,4,4,Roundabout,Mid Junction - on roundabout or on main road,Offside,Journey as part of work,2461,Heavy oil,Volkswagen,Van,Turning right,Slight,7.000000
2011120123082,54.187244,-0.296432,Yorkshire and the Humber,Rural,Unclassified,5,60,Single carriageway,Wet or damp,Fine,No,Daylight,2011-07-24 16:31:00,2011,2,7,24,7,0.688000,2,7,3,T or staggered junction,Not at or within 20 metres of junction,Front,Other/Not known,1896,Heavy oil,Volkswagen,Car,Going ahead,Slight,17.000000
2013360068981,52.652149,0.170191,East England,Urban,A,6,30,Single carriageway,Wet or damp,Fine,No,Daylight,2013-01-17 14:56:00,2013,4,1,17,4,0.622000,2,3,7,Private drive or entrance,Mid Junction - on roundabout or on main road,Back,Other/Not known,2204,Heavy oil,Honda,Car,Waiting to go,Slight,15.000000
2012400CA0271,51.895186,-0.435354,East England,Urban,Unclassified,3,20,One way street,Dry,Fine,No,Daylight,2012-03-15 10:50:00,2012,4,3,15,4,0.451000,1,3,13,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1850,Petrol,Honda,Car,Overtaking,Slight,11.000000
2010130004998,53.746594,-1.648171,Yorkshire and the Humber,Rural,Motorway,2,50,Dual carriageway,Dry,Raining,No,Daylight,2010-07-09 10:15:00,2010,2,7,9,5,0.427000,1,5,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,645,Petrol,Suzuki,Motorcycle,Going ahead,Slight,10.000000
201354A808113,51.313963,-2.212206,South West England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2013-11-13 08:50:00,2013,3,11,13,3,0.368000,2,5,11,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Taking pupil to/from school,1794,Petrol,Toyota,Car,U-turn,Slight,9.000000
201037B044811,52.254339,0.713825,East England,Urban,A,8,30,Single carriageway,Wet or damp,Raining,No,Daylight,2010-04-26 17:15:00,2010,1,4,26,1,0.719000,2,2,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Journey as part of work,1242,Petrol,Ford,Car,Waiting to go,Slight,17.000000
201222D202339,52.426143,-2.019086,Wast Midlands,Rural,Motorway,5,70,Dual carriageway,Dry,Fine,No,Darkness - lights,2012-06-08 21:40:00,2012,1,6,8,5,0.903000,4,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1910,Heavy oil,Vauxhall,Car,Going ahead,Slight,22.000000
2013460229715,51.442604,0.382181,South East England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-07-14 13:43:00,2013,2,7,14,7,0.572000,1,3,8,Other junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,398,Petrol,Suzuki,Motorcycle,Going ahead,Slight,14.000000
2012530206990,51.881973,-2.133337,South West England,Rural,C,10,60,Single carriageway,Dry,Fine,No,Daylight,2012-07-11 16:17:00,2012,2,7,11,3,0.678000,2,7,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1389,Petrol,Vauxhall,Car,Going ahead,Slight,16.000000
201422E400941,52.105182,-2.483689,Wast Midlands,Rural,B,5,60,Single carriageway,Wet or damp,Fine,No,Daylight,2014-03-04 08:10:00,2014,4,3,4,2,0.340000,1,2,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1390,Petrol,Renault,Car,Going ahead,Slight,8.000000
2011160A01461,53.578097,-0.108492,Yorkshire and the Humber,Urban,A,1,30,Roundabout,Dry,Fine,No,Daylight,2011-04-24 17:18:00,2011,1,4,24,7,0.721000,2,2,11,Roundabout,Mid Junction - on roundabout or on main road,Offside,Other/Not known,998,Petrol,Nissan,Car,Going ahead,Slight,17.000000
201301BS70637,51.501867,-0.191241,London,Urban,A,4,30,Single carriageway,Dry,Fine,Yes,Daylight,2013-10-27 15:50:00,2013,3,10,27,7,0.660000,2,7,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1598,Petrol,Renault,Car,Waiting to go,Slight,16.000000
201001SX20893,51.608821,-0.277113,London,Urban,A,5,30,Dual carriageway,Dry,Fine,No,Daylight,2010-08-19 13:27:00,2010,2,8,19,4,0.560000,2,3,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1390,Petrol,Volkswagen,Car,Going ahead,Slight,13.000000
2013120122960,54.279811,-0.429509,Yorkshire and the Humber,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2013-07-22 09:53:00,2013,2,7,22,1,0.412000,3,4,20,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,598,Petrol,Yamaha,Motorcycle,Going ahead,Slight,10.000000
201250GT3I003,50.279985,-4.992234,South West England,Rural,A,4,40,Single carriageway,Dry,Fine,No,Daylight,2012-06-20 09:15:00,2012,1,6,20,3,0.385000,2,6,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1992,Heavy oil,Mercedes,Car,Slowing or stopping,Slight,9.000000
2013471305561,50.819342,-0.138083,South East England,Urban,A,9,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-10-19 00:45:00,2013,3,10,19,6,0.031000,1,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1995,Heavy oil,BMW,Taxi,Going ahead,Fatal_Serious,1.000000
2011170M10731,54.568159,-1.238679,North East England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-04-09 02:53:00,2011,1,4,9,6,0.120000,2,1,4,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,1896,Heavy oil,Skoda,Taxi,Going ahead,Slight,3.000000
2010130004770,53.796619,-1.555144,Yorkshire and the Humber,Urban,Unclassified,3,40,Dual carriageway,Dry,Fine,No,Daylight,2010-06-29 16:30:00,2010,2,6,29,2,0.688000,2,6,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Commuting to/from work,698,Petrol,Other,Car,Moving off,Slight,17.000000
201042I330810,51.550458,0.617323,East England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2010-10-08 10:11:00,2010,3,10,8,5,0.424000,3,4,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1560,Heavy oil,Citroen,Car,Waiting to go,Slight,10.000000
2012072174807,53.374492,-2.567407,North West England,Urban,B,10,30,Single carriageway,Dry,Fine,No,Daylight,2012-06-25 02:38:00,2012,2,6,25,1,0.110000,3,5,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1896,Heavy oil,Audi,Car,Waiting to go,Slight,3.000000
2011400B00038,52.027787,-0.612646,East England,Rural,A,9,60,Single carriageway,Wet or damp,Fine,No,Daylight,2011-01-05 08:23:00,2011,4,1,5,3,0.349000,2,3,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,1461,Heavy oil,Renault,Car,U-turn,Fatal_Serious,8.000000
2013471304057,50.899901,-0.665721,South East England,Rural,A,6,60,Single carriageway,Dry,Fine,No,Daylight,2013-08-05 09:24:00,2013,2,8,5,1,0.392000,2,8,11,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1299,Petrol,Ford,Car,Going ahead,Slight,9.000000
2014300010220,53.138385,-1.786054,East Midlands,Rural,Unclassified,6,60,Single carriageway,Dry,Fine,No,Darkness - no lights,2014-11-04 23:35:00,2014,3,11,4,2,0.983000,1,5,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1998,Heavy oil,Ford,Car,Going ahead,Slight,24.000000
201401ZD30164,51.399849,-0.103402,London,Urban,C,5,30,Single carriageway,Wet or damp,Raining,No,Daylight,2014-03-03 14:30:00,2014,4,3,3,1,0.604000,2,4,4,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1997,Petrol,Honda,Car,Going ahead,Slight,14.000000
201050JO2L005,50.722884,-3.909729,South West England,Rural,Unclassified,7,30,Single carriageway,Wet or damp,Fine,No,Daylight,2010-05-06 15:45:00,2010,1,5,6,4,0.656000,1,7,10,Other junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1124,Petrol,Peugeot,Car,Slowing or stopping,Slight,16.000000
201342I301910,52.011163,0.238868,East England,Urban,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2013-10-06 16:54:00,2013,3,10,6,7,0.704000,2,2,22,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,124,Petrol,Honda,Motorcycle,Turning right,Fatal_Serious,17.000000
20132130X0050,52.771361,-2.061985,Wast Midlands,Rural,A,8,40,Single carriageway,Dry,Fine,No,Darkness - lights,2013-12-20 18:10:00,2013,3,12,20,5,0.757000,3,1,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1242,Petrol,Ford,Car,Waiting to go,Slight,18.000000
201301LX50269,51.459240,-0.116920,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2013-04-20 12:30:00,2013,1,4,20,6,0.521000,2,3,10,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1796,Petrol,Mercedes,Car,Waiting to go,Slight,13.000000
201204AL12069,53.855399,-2.970911,North West England,Urban,A,9,40,Single carriageway,Dry,Fine,No,Daylight,2012-05-15 16:54:00,2012,1,5,15,2,0.704000,3,7,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1988,Heavy oil,Other,Car,Slowing or stopping,Slight,17.000000
2010460186061,51.270518,0.529689,South East England,Urban,C,2,30,Single carriageway,Dry,Fine,No,Daylight,2010-04-23 13:45:00,2010,1,4,23,5,0.573000,1,2,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Commuting to/from work,1299,Petrol,Ford,Car,Slowing or stopping,Slight,14.000000
2012521203586,51.407181,-2.564853,South West England,Urban,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-31 09:44:00,2012,1,5,31,4,0.406000,2,4,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1560,Heavy oil,Ford,Car,Going ahead,Slight,10.000000
201320J008083,52.460892,-2.103141,Wast Midlands,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2013-08-12 20:57:00,2013,2,8,12,1,0.873000,2,4,8,Private drive or entrance,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1124,Petrol,Peugeot,Car,Turning right,Fatal_Serious,21.000000
201205DD06328,53.484667,-2.772763,North West England,Rural,A,3,60,Dual carriageway,Dry,Fine,No,Daylight,2012-12-07 14:30:00,2012,3,12,7,5,0.604000,2,6,1,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,998,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,14.000000
2014160D07961,53.778625,-0.365329,Yorkshire and the Humber,Urban,Unclassified,1,30,Roundabout,Wet or damp,Fine,No,Daylight,2014-09-25 09:25:00,2014,3,9,25,4,0.392000,2,3,2,Roundabout,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,124,Petrol,Yamaha,Motorcycle,Going ahead,Slight,9.000000
201006M029486,53.445768,-2.312685,North West England,Urban,A,5,30,Dual carriageway,Dry,Other,No,Daylight,2010-03-24 11:20:00,2010,1,3,24,3,0.472000,2,7,1,Private drive or entrance,Entering main road,Front,Other/Not known,1149,Petrol,Renault,Car,Turning right,Slight,11.000000
201250BB2F003,50.492743,-4.691376,South West England,Rural,A,5,70,Dual carriageway,Wet or damp,Raining,No,Daylight,2012-05-14 07:55:00,2012,1,5,14,1,0.330000,2,4,18,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Commuting to/from work,1120,Petrol,Rover,Car,Going ahead,Slight,8.000000
201443N043104,51.587774,-0.533475,South East England,Rural,Motorway,3,70,Dual carriageway,Dry,Fine,No,Daylight,2014-10-02 17:10:00,2014,3,10,2,4,0.715000,2,3,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,2231,Heavy oil,Toyota,Car,Slowing or stopping,Slight,17.000000
201201XH30097,51.518523,-0.456946,London,Urban,A,3,30,Roundabout,Wet or damp,Fine,No,Daylight,2012-02-14 09:45:00,2012,4,2,14,2,0.406000,2,3,8,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,49,Petrol,Other,Motorcycle,Turning right,Slight,10.000000
201006Q038596,53.547838,-2.006003,North West England,Rural,A,7,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-11-06 17:40:00,2010,3,11,6,6,0.736000,2,1,4,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1796,Petrol,Vauxhall,Car,Going ahead,Slight,18.000000
2011471105382,50.795388,-0.020985,South East England,Urban,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2011-08-31 17:17:00,2011,2,8,31,3,0.720000,4,2,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1242,Petrol,Fiat,Car,Waiting to go,Slight,17.000000
2014320060113,52.771506,0.179801,East Midlands,Rural,C,3,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2014-12-02 17:45:00,2014,3,12,2,2,0.740000,2,5,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1870,Heavy oil,Renault,Car,Waiting to go,Slight,18.000000
201201KF60525,51.541749,0.062139,London,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2012-09-05 17:15:00,2012,2,9,5,3,0.719000,2,3,8,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1753,Heavy oil,Ford,Car,Parked,Slight,17.000000
2012521204036,51.423074,-2.826235,South West England,Rural,Unclassified,8,60,Single carriageway,Wet or damp,Raining,No,Daylight,2012-06-21 15:52:00,2012,2,6,21,4,0.661000,1,1,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1242,Petrol,Fiat,Car,Going ahead,Slight,16.000000
2013130342791,53.779943,-1.521707,Yorkshire and the Humber,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-19 07:00:00,2013,2,8,19,1,0.292000,2,2,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1388,Petrol,Ford,Car,Going ahead,Slight,7.000000
2011350280311,52.556920,-0.123957,East England,Urban,A,6,30,Roundabout,Dry,Fine,No,Daylight,2011-02-11 15:33:00,2011,4,2,11,5,0.648000,2,4,5,Roundabout,Leaving roundabout,Front,Other/Not known,1999,Petrol,Mazda,Car,Turning left,Slight,16.000000
201443P392104,51.582332,-1.533308,South East England,Rural,B,7,60,Single carriageway,Dry,Fine,No,Daylight,2014-10-10 13:25:00,2014,3,10,10,5,0.559000,2,6,14,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1997,Heavy oil,Citroen,Car,Going ahead,Slight,13.000000
2012160C03921,53.772685,-0.527093,Yorkshire and the Humber,Rural,Unclassified,5,60,Single carriageway,Dry,Fine,No,Daylight,2012-07-18 14:55:00,2012,2,7,18,3,0.622000,1,2,29,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,124,Petrol,Honda,Motorcycle,Going ahead,Fatal_Serious,15.000000
201201TA00049,51.636452,-0.081551,London,Urban,B,7,30,Single carriageway,Dry,Fine,No,Daylight,2012-01-30 07:55:00,2012,4,1,30,1,0.330000,1,2,7,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,995,Petrol,Other,Car,Going ahead,Fatal_Serious,8.000000
201201LX50858,51.416624,-0.140101,London,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2012-10-11 15:40:00,2012,3,10,11,4,0.653000,2,4,5,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1995,Heavy oil,BMW,Taxi,Slowing or stopping,Slight,16.000000
2013521301027,51.349606,-2.967648,South West England,Urban,Unclassified,9,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2013-02-03 20:20:00,2013,4,2,3,7,0.847000,3,2,12,Crossroads,Entering main road,Front,Other/Not known,1360,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,20.000000
201406Q085981,53.556951,-2.132507,North West England,Urban,A,4,40,Single carriageway,Dry,Fine,No,Daylight,2014-04-27 13:55:00,2014,1,4,27,7,0.580000,2,5,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,955,Petrol,Other,Motorcycle,Going ahead,Slight,14.000000
201201ZD30739,51.337936,-0.117588,London,Urban,A,7,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-09-22 18:39:00,2012,3,9,22,6,0.777000,2,6,10,More than 4 arms (not roundabout),Mid Junction - on roundabout or on main road,Back,Journey as part of work,1587,Petrol,Peugeot,Taxi,Turning right,Fatal_Serious,19.000000
201001LX51184,51.462153,-0.091318,London,Urban,A,3,30,Single carriageway,Wet or damp,Fine,No,Daylight,2010-12-26 12:20:00,2010,4,12,26,7,0.514000,2,2,6,T or staggered junction,Cleared junction or waiting/parked at junction exit,Nearside,Other/Not known,2979,Petrol,BMW,Car,Going ahead,Slight,12.000000
2012232517612,52.518275,-1.742891,Wast Midlands,Rural,B,8,30,Single carriageway,Wet or damp,Raining,No,Daylight,2012-02-18 12:30:00,2012,4,2,18,6,0.521000,1,4,7,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1997,Heavy oil,Peugeot,Car,Going ahead,Fatal_Serious,13.000000
201306E081856,53.419466,-2.260731,North West England,Urban,A,8,40,Dual carriageway,Dry,Fine,No,Daylight,2013-12-21 13:50:00,2013,4,12,21,6,0.576000,3,1,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1399,Heavy oil,Citroen,Car,Waiting to go,Slight,14.000000
2013160B05261,53.598704,-0.650981,Yorkshire and the Humber,Urban,C,5,30,Roundabout,Dry,Fine,No,Daylight,2013-12-13 09:00:00,2013,3,12,13,5,0.375000,2,2,5,Roundabout,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,1328,Petrol,Suzuki,Car,Turning right,Slight,9.000000
2013450008261,51.399219,-0.384815,South East England,Urban,B,4,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-14 08:10:00,2013,2,8,14,3,0.340000,2,3,10,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Journey as part of work,1396,Petrol,Rover,Car,Going ahead,Slight,8.000000
201101PL60236,51.452012,-0.016753,London,Urban,A,5,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-18 16:14:00,2011,1,4,18,1,0.676000,2,4,9,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,996,Petrol,Honda,Motorcycle,Going ahead,Slight,16.000000
201401MM70086,51.499163,-0.099858,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-02-17 17:58:00,2014,4,2,17,1,0.749000,2,3,3,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,999,Petrol,Honda,Motorcycle,Going ahead,Fatal_Serious,18.000000
201101EO40591,51.546528,-0.087212,London,Urban,A,4,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-10-13 23:14:00,2011,3,10,13,4,0.968000,2,5,9,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1798,Heavy oil,Ford,Car,Going ahead,Slight,23.000000
201114C128611,53.355668,-1.212378,Yorkshire and the Humber,Urban,Unclassified,2,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2011-11-04 17:15:00,2011,3,11,4,5,0.719000,2,2,9,Other junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Turning right,Fatal_Serious,17.000000
201220K004172,52.508764,-1.992305,Wast Midlands,Urban,A,1,40,Dual carriageway,Dry,Fine,No,Darkness - lights,2012-03-16 21:40:00,2012,4,3,16,5,0.903000,2,3,8,T or staggered junction,Entering from slip road,Back,Journey as part of work,1997,Heavy oil,Peugeot,Taxi,Waiting to go,Slight,22.000000
201014A081710,53.544573,-1.092216,Yorkshire and the Humber,Urban,C,4,40,Single carriageway,Dry,Fine,No,Daylight,2010-05-25 15:45:00,2010,1,5,25,2,0.656000,2,5,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,1968,Heavy oil,Volkswagen,Car,Going ahead,Slight,16.000000
2011440155341,51.075616,-1.328503,South East England,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-14 15:00:00,2011,1,4,14,4,0.625000,2,3,11,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1299,Petrol,Ford,Car,Moving off,Slight,15.000000
201211ND14282,54.780466,-1.561346,North East England,Rural,A,8,70,Dual carriageway,Dry,Fine,No,Daylight,2012-06-12 14:45:00,2012,1,6,12,2,0.615000,3,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1753,Heavy oil,Ford,Van,Going ahead,Slight,15.000000
