Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn
2014471401593,50.823980,-0.373043,South East England,Urban,A,5,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-24 07:48:00,2014,1,3,24,1,0.325000,2,4,8,Crossroads,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,1998,Heavy oil,Ford,Van,Turning right,Fatal_Serious,8.000000
201301QK50666,51.544704,-0.252712,London,Urban,A,4,30,Dual carriageway,Dry,Fine,No,Darkness - lighting unknown,2013-07-26 19:10:00,2013,2,7,26,5,0.799000,2,5,1,Crossroads,Leaving main road,Nearside,Other/Not known,1598,Heavy oil,Volkswagen,Car,Turning right,Slight,19.000000
2011130521475,53.690266,-1.628046,Yorkshire and the Humber,Urban,A,7,30,Dual carriageway,Wet or damp,Fine,No,Darkness - lights,2011-11-13 17:25:00,2011,3,11,13,7,0.726000,2,3,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Commuting to/from work,125,Petrol,Other,Motorcycle,Going ahead,Slight,17.000000
2014440240432,51.059858,-1.318586,South East England,Urban,B,9,30,Single carriageway,Dry,Fine,No,Daylight,2014-07-07 08:23:00,2014,2,7,7,1,0.349000,2,5,6,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,2148,Heavy oil,Mercedes,Car,Moving off,Fatal_Serious,8.000000
201420J004514,52.469654,-2.148797,Wast Midlands,Urban,A,3,30,One way street,Dry,Fine,No,Daylight,2014-04-14 18:15:00,2014,1,4,14,1,0.760000,1,5,1,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1560,Heavy oil,Peugeot,Car,Going ahead,Fatal_Serious,18.000000
2014460239828,51.236402,0.596730,South East England,Rural,Unclassified,6,30,Single carriageway,Dry,Fine,No,Daylight,2014-03-30 10:10:00,2014,1,3,30,7,0.424000,1,8,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1364,Petrol,Vauxhall,Car,Reversing,Fatal_Serious,10.000000
2011100047211,55.030238,-1.513894,North East England,Urban,A,1,30,Roundabout,Frost or ice,Fine,No,Daylight,2011-01-20 15:40:00,2011,4,1,20,4,0.653000,2,1,13,Roundabout,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,1149,Petrol,Renault,Car,Going ahead,Slight,16.000000
2011460195442,51.297880,0.347422,South East England,Rural,A,8,50,Single carriageway,Wet or damp,Raining,No,Daylight,2011-01-06 10:20:00,2011,4,1,6,4,0.431000,2,5,4,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1995,Petrol,BMW,Car,Going ahead,Slight,10.000000
201045EL55184,51.399211,-0.384916,South East England,Rural,C,8,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-10-09 19:19:00,2010,3,10,9,6,0.805000,2,3,14,Crossroads,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1995,Petrol,Fiat,Car,Going ahead,Slight,19.000000
2012471204475,50.841953,-0.665301,South East England,Rural,A,6,30,Single carriageway,Dry,Fine,No,Daylight,2012-08-27 11:24:00,2012,2,8,27,1,0.475000,2,4,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1995,Heavy oil,Vauxhall,Car,Slowing or stopping,Fatal_Serious,11.000000
201201TA00250,51.484004,-0.164438,London,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2012-03-16 12:20:00,2012,4,3,16,5,0.514000,2,4,4,T or staggered junction,Cleared junction or waiting/parked at junction exit,Offside,Other/Not known,249,Petrol,Yamaha,Motorcycle,Going ahead,Fatal_Serious,12.000000
2013331300225,52.669766,-0.726536,East Midlands,Urban,B,9,30,Single carriageway,Dry,Fine,No,Darkness - no lights,2013-02-06 21:00:00,2013,4,2,6,3,0.875000,2,1,8,Private drive or entrance,Entering main road,Front,Other/Not known,1242,Petrol,Ford,Car,Moving off,Slight,21.000000
201101XH30773,51.496300,-0.415629,London,Urban,Unclassified,4,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2011-12-16 15:55:00,2011,3,12,16,5,0.663000,2,5,8,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,3222,Heavy oil,Mercedes,Car,Going ahead,Slight,16.000000
2010471005562,50.929805,0.817013,South East England,Rural,C,4,30,Single carriageway,Dry,Fine,Yes,Daylight,2010-08-25 18:53:00,2010,2,8,25,3,0.787000,2,1,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,125,Petrol,Honda,Motorcycle,Going ahead,Fatal_Serious,19.000000
201306Q074512,53.531417,-2.122017,North West England,Urban,C,1,30,Single carriageway,Wet or damp,Raining,No,Daylight,2013-06-14 17:50:00,2013,1,6,14,5,0.743000,1,2,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Journey as part of work,1896,Heavy oil,Volkswagen,Taxi,Going ahead,Slight,18.000000
2011530204043,51.808402,-2.287158,South West England,Rural,B,7,40,Single carriageway,Wet or damp,Fine,No,Daylight,2011-03-10 06:30:00,2011,4,3,10,4,0.271000,2,5,2,Private drive or entrance,Mid Junction - on roundabout or on main road,Front,Other/Not known,1242,Petrol,Vauxhall,Car,Overtaking,Slight,7.000000
2011211000153,52.933887,-1.970508,Wast Midlands,Rural,A,4,70,Dual carriageway,Snow,Snowing,No,Daylight,2011-01-07 08:55:00,2011,4,1,7,5,0.372000,1,4,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,2402,Heavy oil,Ford,Van,Going ahead,Slight,9.000000
2011471105719,50.862614,0.559412,South East England,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-09-13 08:20:00,2011,2,9,13,2,0.347000,2,3,10,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1390,Petrol,Renault,Car,Moving off,Slight,8.000000
201401VW40489,51.421733,-0.208215,London,Urban,A,6,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-10-16 18:04:00,2014,3,10,16,4,0.753000,1,3,6,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Commuting to/from work,2204,Heavy oil,Honda,Car,Going ahead,Slight,18.000000
2013460233902,51.265679,0.482688,South East England,Urban,A,9,30,Single carriageway,Dry,Unknown,No,Daylight,2013-11-01 14:10:00,2013,3,11,1,5,0.590000,2,5,9,Crossroads,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1587,Petrol,Citroen,Car,Going ahead,Slight,14.000000
2010331004698,52.643371,-1.127837,East Midlands,Urban,A,9,30,Dual carriageway,Wet or damp,Raining,No,Darkness - lights,2010-08-14 05:00:00,2010,2,8,14,6,0.208000,2,5,12,Private drive or entrance,Entering main road,Front,Other/Not known,1796,Petrol,Rover,Car,Moving off,Slight,5.000000
201401VW40013,51.420507,-0.210421,London,Urban,B,8,30,Roundabout,Wet or damp,Fine,No,Darkness - lights,2014-01-03 19:49:00,2014,4,1,3,5,0.826000,2,6,14,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,1800,Petrol,Volkswagen,Car,Going ahead,Slight,20.000000
201301RG40601,51.461844,0.075091,London,Urban,C,8,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2013-12-16 18:30:00,2013,3,12,16,1,0.771000,2,2,5,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,125,Petrol,Honda,Motorcycle,Turning right,Slight,19.000000
201230D002142,52.904058,-1.286161,East Midlands,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2012-10-13 12:57:00,2012,3,10,13,6,0.540000,2,4,16,Crossroads,Entering main road,Front,Other/Not known,2494,Petrol,BMW,Car,Moving off,Slight,13.000000
201101ZD30108,51.374027,-0.097141,London,Urban,A,5,30,Single carriageway,Dry,Fine,No,Daylight,2011-02-26 11:55:00,2011,4,2,26,6,0.497000,2,4,12,Crossroads,Mid Junction - on roundabout or on main road,Back,Other/Not known,998,Petrol,Toyota,Car,Waiting to go,Slight,12.000000
2011211005342,53.006551,-2.122916,Wast Midlands,Urban,A,4,30,Single carriageway,Dry,Fine,No,Daylight,2011-09-25 15:15:00,2011,3,9,25,7,0.635000,2,2,4,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,656,Petrol,Suzuki,Motorcycle,Going ahead,Slight,15.000000
201220T054942,52.479342,-1.780577,Wast Midlands,Urban,Unclassified,1,30,Single carriageway,Wet or damp,Fine,No,Daylight,2012-11-12 15:11:00,2012,3,11,12,1,0.633000,2,3,7,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,49,Petrol,Other,Motorcycle,Overtaking,Fatal_Serious,15.000000
20114100E0395,51.870422,-0.159493,East England,Rural,Unclassified,9,30,Single carriageway,Wet or damp,Fine,No,Daylight,2011-08-13 09:35:00,2011,2,8,13,6,0.399000,2,5,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1984,Heavy oil,Seat,Car,Waiting to go,Slight,10.000000
2014440432031,50.939697,-1.387836,South East England,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2014-12-03 08:25:00,2014,3,12,3,3,0.351000,2,2,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1598,Petrol,Vauxhall,Car,Going ahead,Fatal_Serious,8.000000
2013460233471,51.364682,1.108727,South East England,Urban,B,5,30,Single carriageway,Wet or damp,Raining,No,Darkness - lights,2013-10-11 18:18:00,2013,3,10,11,5,0.762000,1,2,15,More than 4 arms (not roundabout),Leaving main road,Front,Other/Not known,2544,Petrol,Ford,Car,Turning right,Slight,18.000000
2011460203722,51.384625,0.555670,South East England,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2011-08-19 16:00:00,2011,2,8,19,5,0.667000,2,2,7,Roundabout,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1149,Petrol,Renault,Car,Going ahead,Slight,16.000000
201422C500151,52.230790,-2.140237,Wast Midlands,Rural,Motorway,4,70,Dual carriageway,Dry,Fine,No,Daylight,2014-12-30 14:51:00,2014,4,12,30,2,0.619000,4,3,15,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1794,Petrol,Toyota,Car,Slowing or stopping,Slight,15.000000
2012360067635,52.800478,1.288862,East England,Rural,C,5,60,Single carriageway,Wet or damp,Fine,No,Daylight,2012-10-10 11:11:00,2012,3,10,10,3,0.466000,2,3,10,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Taking pupil to/from school,1798,Petrol,Ford,Car,Slowing or stopping,Slight,11.000000
201406Q085202,53.512150,-2.156630,North West England,Urban,Unclassified,7,30,Single carriageway,Dry,Fine,No,Daylight,2014-04-16 08:45:00,2014,1,4,16,3,0.365000,2,1,10,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Journey as part of work,998,Petrol,Vauxhall,Car,Going ahead,Slight,9.000000
201032C241610,53.183113,0.188080,East Midlands,Rural,A,8,60,Single carriageway,Wet or damp,Fine,No,Daylight,2010-08-21 16:05:00,2010,2,8,21,6,0.670000,2,2,7,Other junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,1149,Petrol,Renault,Car,Overtaking,Slight,16.000000
2012160D01421,53.769855,-0.294595,Yorkshire and the Humber,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-03-13 22:45:00,2012,4,3,13,2,0.948000,2,2,1,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,125,Petrol,Other,Motorcycle,Going ahead,Fatal_Serious,23.000000
201014A067310,53.510322,-1.128083,Yorkshire and the Humber,Urban,A,8,40,Roundabout,Dry,Fine,No,Daylight,2010-05-04 16:55:00,2010,1,5,4,2,0.705000,2,2,2,Roundabout,Entering roundabout,Back,Other/Not known,1242,Petrol,Ford,Car,Going ahead,Slight,17.000000
2011070264752,53.399765,-2.627438,North West England,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2011-09-15 18:30:00,2011,2,9,15,4,0.771000,2,1,2,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,49,Petrol,Other,Motorcycle,Going ahead,Slight,19.000000
2013440448470,50.975867,-1.481127,South East England,Rural,A,7,60,Single carriageway,Wet or damp,Fine,No,Daylight,2013-11-28 12:18:00,2013,3,11,28,4,0.512000,1,8,11,Roundabout,Approaching junction or waiting/parked at junction approach,Did not impact,Other/Not known,234,Petrol,Honda,Motorcycle,Slowing or stopping,Fatal_Serious,12.000000
2010160C03901,54.016083,-0.441262,Yorkshire and the Humber,Rural,A,3,60,Single carriageway,Dry,Fine,No,Daylight,2010-07-11 17:28:00,2010,2,7,11,7,0.728000,4,4,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1896,Heavy oil,Audi,Car,Slowing or stopping,Slight,17.000000
201405BB04061,53.646717,-2.996565,North West England,Urban,Unclassified,4,30,Single carriageway,Wet or damp,Raining,No,Daylight,2014-08-08 17:21:00,2014,2,8,8,5,0.723000,2,3,10,Crossroads,Leaving main road,Offside,Other/Not known,1985,Petrol,Other,Car,Turning right,Slight,17.000000
2011440029728,50.829644,-1.075171,South East England,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-01-21 14:30:00,2011,4,1,21,5,0.604000,2,1,25,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,124,Petrol,Other,Motorcycle,Going ahead,Slight,14.000000
201006L041663,53.549261,-2.624968,North West England,Urban,A,8,30,Single carriageway,Wet or damp,Raining,No,Daylight,2010-12-28 11:10:00,2010,4,12,28,2,0.465000,2,7,3,Crossroads,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,2720,Heavy oil,Other,Car,Slowing or stopping,Slight,11.000000
2012520204778,51.236445,-2.578659,South West England,Rural,B,8,60,Single carriageway,Dry,Fine,No,Daylight,2012-07-08 18:00:00,2012,2,7,8,7,0.750000,2,4,9,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1124,Petrol,Peugeot,Car,Going ahead,Slight,18.000000
2014554D10159,50.700745,-2.412597,South West England,Rural,A,7,60,Single carriageway,Dry,Fine,No,Daylight,2014-03-12 16:30:00,2014,4,3,12,3,0.688000,2,4,6,T or staggered junction,Mid Junction - on roundabout or on main road,Nearside,Journey as part of work,2998,Heavy oil,Other,Van,Turning right,Slight,17.000000
2010130005846,53.807678,-1.607570,Yorkshire and the Humber,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2010-08-30 17:00:00,2010,2,8,30,1,0.708000,2,6,5,T or staggered junction,Entering main road,Front,Other/Not known,2987,Heavy oil,Mercedes,Car,Turning right,Fatal_Serious,17.000000
2011471100878,50.913145,0.564318,South East England,Rural,C,4,60,Single carriageway,Wet or damp,Raining,No,Daylight,2011-02-10 09:00:00,2011,4,2,10,4,0.375000,2,6,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,2184,Heavy oil,Nissan,Car,Going ahead,Slight,9.000000
201331A006113,53.031889,-1.228326,East Midlands,Urban,Unclassified,5,30,Single carriageway,Snow,Other,No,Darkness - lights,2013-01-20 00:30:00,2013,4,1,20,7,0.021000,1,4,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Journey as part of work,2198,Heavy oil,Ford,Bus/minibus,Moving off,Slight,1.000000
20103102B0766,53.288268,-0.916741,East Midlands,Rural,C,1,60,Single carriageway,Dry,Fine,No,Daylight,2010-04-17 14:00:00,2010,1,4,17,6,0.583000,1,2,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1796,Petrol,Vauxhall,Car,Going ahead,Slight,14.000000
201101YR90152,51.589148,-0.070408,London,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-04 13:00:00,2011,1,4,4,1,0.542000,2,4,18,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1360,Heavy oil,Peugeot,Car,Going ahead,Slight,13.000000
201001GD10624,51.538342,-0.043429,London,Urban,A,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-09-28 19:15:00,2010,3,9,28,2,0.802000,2,5,4,T or staggered junction,Approaching junction or waiting/parked at junction approach,Nearside,Other/Not known,124,Petrol,Honda,Motorcycle,Overtaking,Slight,19.000000
201120M008081,52.453975,-1.552019,Wast Midlands,Urban,B,7,40,Single carriageway,Dry,Fine,No,Daylight,2011-06-07 08:43:00,2011,1,6,7,2,0.363000,1,5,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1149,Petrol,Renault,Car,Going ahead,Slight,9.000000
201306E073316,53.459188,-2.220159,North West England,Urban,A,5,30,Single carriageway,Dry,Fine,No,Daylight,2013-05-19 07:36:00,2013,1,5,19,7,0.317000,2,3,10,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1995,Heavy oil,Toyota,Car,Going ahead,Slight,8.000000
201101RG40724,51.486568,0.018740,London,Urban,A,5,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2011-12-02 20:00:00,2011,3,12,2,5,0.833000,2,4,5,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,2000,Heavy oil,Volkswagen,Car,Slowing or stopping,Slight,20.000000
2011211006587,53.083607,-2.274074,Wast Midlands,Rural,A,9,60,Single carriageway,Dry,Fine,No,Daylight,2011-11-23 14:24:00,2011,3,11,23,3,0.600000,3,3,7,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1753,Heavy oil,Ford,Car,Waiting to go,Slight,14.000000
2013213004795,52.731297,-1.891699,Wast Midlands,Rural,A,3,60,Single carriageway,Wet or damp,Raining,No,Daylight,2013-09-13 17:50:00,2013,2,9,13,5,0.743000,2,3,11,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1397,Petrol,Skoda,Car,Moving off,Slight,18.000000
201250AI3L001,50.201584,-5.523397,South West England,Rural,B,4,60,Single carriageway,Dry,Unknown,No,Darkness - no lights,2012-05-23 22:00:00,2012,1,5,23,3,0.917000,1,2,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2461,Heavy oil,Volkswagen,Van,Going ahead,Slight,22.000000
2013547836413,51.443223,-2.006774,South West England,Urban,C,9,30,Single carriageway,Dry,Fine,No,Daylight,2013-08-17 11:50:00,2013,2,8,17,6,0.493000,2,6,13,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1783,Petrol,Renault,Car,Going ahead,Slight,12.000000
201343R074093,51.432505,-0.780787,South East England,Urban,B,10,30,Single carriageway,Dry,Fine,No,Daylight,2013-09-06 16:55:00,2013,2,9,6,5,0.705000,2,5,3,T or staggered junction,Leaving main road,Offside,Commuting to/from work,1598,Heavy oil,Volkswagen,Car,Turning right,Fatal_Serious,17.000000
201132C107211,53.136505,0.271529,East Midlands,Rural,C,5,60,Single carriageway,Dry,Fine,No,Daylight,2011-04-22 14:45:00,2011,1,4,22,5,0.615000,2,6,9,T or staggered junction,Cleared junction or waiting/parked at junction exit,Offside,Other/Not known,1998,Heavy oil,Ford,Car,Going ahead,Slight,15.000000
2011521100268,51.446030,-2.617566,South West England,Urban,Unclassified,5,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2011-01-07 18:05:00,2011,4,1,7,5,0.753000,1,4,14,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1124,Petrol,Peugeot,Car,Going ahead,Fatal_Serious,18.000000
2011100693611,54.974809,-1.619706,North East England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-11-13 10:40:00,2011,3,11,13,7,0.444000,2,6,2,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1461,Heavy oil,Nissan,Car,Going ahead,Slight,11.000000
201201QK50565,51.575989,-0.294952,London,Urban,C,7,30,Roundabout,Dry,Fine,No,Daylight,2012-09-18 15:55:00,2012,2,9,18,2,0.663000,2,4,10,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,2597,Petrol,Mercedes,Car,Changing lane,Slight,16.000000
2011100341111,54.958734,-1.723396,North East England,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2011-06-15 15:45:00,2011,1,6,15,3,0.656000,2,2,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1149,Petrol,Renault,Car,Going ahead,Fatal_Serious,16.000000
201230C001713,53.222523,-1.412084,East Midlands,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-09-20 22:00:00,2012,2,9,20,4,0.917000,1,1,12,T or staggered junction,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1341,Petrol,Hyundai,Car,Turning left,Slight,22.000000
201001QK50427,51.538411,-0.277178,London,Urban,C,9,30,Dual carriageway,Dry,Fine,No,Darkness - lights,2010-07-02 22:06:00,2010,2,7,2,5,0.921000,2,5,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1995,Heavy oil,Vauxhall,Car,Going ahead,Slight,22.000000
2012350015712,52.575247,-0.234009,East England,Urban,Unclassified,2,30,Single carriageway,Dry,Unknown,No,Darkness - lighting unknown,2012-01-12 18:15:00,2012,4,1,12,4,0.760000,2,4,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1998,Heavy oil,Mazda,Car,Reversing,Slight,18.000000
201443R097124,51.529324,-0.652649,South East England,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2014-12-10 15:45:00,2014,3,12,10,3,0.656000,1,6,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Taking pupil to/from school,1769,Petrol,Nissan,Car,Slowing or stopping,Slight,16.000000
2013160D06401,53.755786,-0.258320,Yorkshire and the Humber,Urban,Unclassified,1,20,Single carriageway,Dry,Fine,No,Daylight,2013-10-14 13:00:00,2013,3,10,14,1,0.542000,2,3,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1587,Petrol,Peugeot,Car,Going ahead,Slight,13.000000
20141314R0848,53.806482,-1.536757,Yorkshire and the Humber,Urban,A,3,30,Single carriageway,Dry,Unknown,No,Daylight,2014-04-26 13:30:00,2014,1,4,26,6,0.562000,2,4,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1588,Petrol,Other,Car,Waiting to go,Slight,13.000000
2012030002605,54.758369,-2.739954,North West England,Rural,Unclassified,9,60,Single carriageway,Wet or damp,Raining,No,Daylight,2012-11-20 08:27:00,2012,3,11,20,2,0.352000,1,1,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1396,Petrol,Honda,Car,Going ahead,Slight,8.000000
2013460227107,51.451785,0.240448,South East England,Rural,A,3,60,Dual carriageway,Dry,Fine,No,Daylight,2013-05-03 15:21:00,2013,1,5,3,5,0.640000,2,4,18,Other junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1389,Petrol,Vauxhall,Car,Changing lane,Fatal_Serious,15.000000
201201KG70163,51.541465,0.138273,London,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-20 19:17:00,2012,1,5,20,7,0.803000,1,2,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,998,Petrol,Peugeot,Car,Going ahead,Slight,19.000000
2014350031114,52.649636,0.089937,East England,Rural,C,7,40,Single carriageway,Dry,Fine,No,Darkness - lights,2014-03-02 18:00:00,2014,4,3,2,7,0.750000,2,2,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Going ahead,Fatal_Serious,18.000000
201105DD05478,53.472959,-2.688179,North West England,Urban,A,6,40,Single carriageway,Dry,Fine,No,Daylight,2011-09-25 12:30:00,2011,3,9,25,7,0.521000,2,5,7,T or staggered junction,Entering main road,Front,Other/Not known,2926,Heavy oil,Land Rover,Car,Turning right,Fatal_Serious,13.000000
201320J004063,52.471178,-2.152040,Wast Midlands,Urban,A,7,30,Single carriageway,Dry,Fine,No,Daylight,2013-04-20 13:10:00,2013,1,4,20,6,0.549000,2,4,9,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1390,Petrol,Renault,Car,Going ahead,Slight,13.000000
201442I247607,51.578920,0.707416,East England,Urban,Unclassified,8,30,Single carriageway,Dry,Fine,No,Daylight,2014-07-28 13:15:00,2014,2,7,28,1,0.552000,2,5,10,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1598,Petrol,Mini,Car,Waiting to go,Fatal_Serious,13.000000
201130D000892,52.924128,-1.461057,East Midlands,Urban,A,6,30,Roundabout,Dry,Fine,No,Daylight,2011-08-30 10:30:00,2011,2,8,30,2,0.438000,2,3,7,Roundabout,Mid Junction - on roundabout or on main road,Nearside,Other/Not known,1970,Petrol,Other,Car,Going ahead,Slight,11.000000
2012130211941,53.791690,-1.791699,Yorkshire and the Humber,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-15 11:50:00,2012,1,5,15,2,0.493000,3,3,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,1398,Heavy oil,Peugeot,Car,Going ahead,Slight,12.000000
201420J009854,52.447997,-2.140484,Wast Midlands,Urban,A,10,30,Single carriageway,Wet or damp,Raining,No,Daylight,2014-10-06 08:55:00,2014,3,10,6,1,0.372000,3,4,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,2143,Heavy oil,Mercedes,Car,Waiting to go,Slight,9.000000
2014120178208,53.785655,-1.067197,Yorkshire and the Humber,Urban,Unclassified,9,30,Single carriageway,Wet or damp,Fine,No,Darkness - lights,2014-10-15 22:00:00,2014,3,10,15,3,0.917000,2,3,3,Crossroads,Entering main road,Front,Other/Not known,1560,Heavy oil,Peugeot,Car,Turning right,Slight,22.000000
20141313F1233,53.610478,-1.557118,Yorkshire and the Humber,Rural,A,4,50,Roundabout,Dry,Fine,No,Daylight,2014-03-15 16:53:00,2014,4,3,15,6,0.703000,2,5,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,2179,Heavy oil,Other,Car,Going ahead,Fatal_Serious,17.000000
201143R043081,51.468203,-0.721685,South East England,Rural,Unclassified,6,60,Single carriageway,Dry,Fine,No,Daylight,2011-08-05 07:44:00,2011,2,8,5,5,0.322000,3,4,3,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1910,Heavy oil,Vauxhall,Car,Overtaking,Slight,8.000000
2013450006022,51.335643,-0.762255,South East England,Urban,A,6,40,Single carriageway,Dry,Fine,No,Daylight,2013-05-18 16:43:00,2013,1,5,18,6,0.697000,3,1,12,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1124,Petrol,Peugeot,Car,Slowing or stopping,Slight,17.000000
2014170S10904,54.583032,-1.352685,North East England,Urban,Unclassified,9,30,Single carriageway,Dry,Fine,No,Daylight,2014-04-28 15:05:00,2014,1,4,28,1,0.628000,2,5,17,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,1157,Petrol,Suzuki,Motorcycle,Overtaking,Fatal_Serious,15.000000
